t_s,pos_err_m,cum_err_m
475992.70301658876,74102811.90813224,80904170202.60368
476592.70301658876,76431825.54671724,80980602028.1504
477192.70301658876,79249229.00312172,81059851257.15353
477792.70301658876,82282445.96570635,81142133703.11925
478392.70301658876,85273245.29405347,81227406948.4133
478992.70301658876,87995144.22398315,81315402092.63728
479592.70301658876,90261184.14971972,81405663276.787
480192.70301658876,91926090.779396,81497589367.56639
480792.70301658876,92886296.848317,81590475664.4147
481392.70301658876,93078637.61805275,81683554302.03276
481992.70301658876,92479100.56729679,81776033402.60005
482592.70301658876,91102418.52860333,81867135821.12866
483192.70301658876,89001503.26047133,81956137324.38913
483792.70301658876,86267760.20228694,82042405084.59142
484392.70301658876,83032028.86063452,82125437113.45206
484992.70301658876,79464800.8026254,82204901914.25468
485592.70301658876,75775678.54278813,82280677592.79747
486192.70301658876,72209353.5049411,82352886946.30241
486792.70301658876,69033927.64997719,82421920873.9524
487392.70301658876,66517942.774759226,82488438816.72716
487992.70301658876,64893260.70870556,82553332077.43587
488592.70301658876,64309541.42513196,82617641618.861
489192.70301658876,64797606.65373381,82682439225.51472
489792.70301658876,66259985.75493436,82748699211.26965
490392.70301658876,68494942.31985855,82817194153.58951
490992.70301658876,71241252.87541941,82888435406.46492
491592.70301658876,74222280.25879636,82962657686.72371
492192.70301658876,77177643.96064377,83039835330.68436
492792.70301658876,79880950.10624655,83119716280.7906
493392.70301658876,82146335.18526089,83201862615.97586
493992.70301658876,83829821.1138661,83285692437.08972
494592.70301658876,84828352.55650538,83370520789.64622
495192.70301658876,85077620.0968206,83455598409.74304
495792.70301658876,84550639.00864364,83540149048.75168
496392.70301658876,83256749.50020917,83623405798.25189
496992.70301658876,81240918.54392445,83704646716.79582
497592.70301658876,78584322.56096628,83783231039.35678
498192.70301658876,75405214.38428214,83858636253.74106
498792.70301658876,71860066.86393648,83930496320.605
499392.70301658876,68144924.61281921,83998641245.21782
499992.70301658876,64493835.36139641,84063135080.57921
500592.70301658876,61171386.03725796,84124306466.61647
501192.70301658876,58454200.9868621,84182760667.60333
501792.70301658876,56594832.422835365,84239355500.02617
502392.70301658876,55772001.739476964,84295127501.76564
502992.70301658876,56043867.61148474,84351171369.37712
503592.70301658876,57328828.03417585,84408500197.4113
504192.70301658876,59428000.49510547,84467928197.9064
504792.70301658876,62075092.520340204,84530003290.42674
505392.70301658876,64987024.29511402,84594990314.72186
505992.70301658876,67899662.0485187,84662889976.77039
506592.70301658876,70585680.40888359,84733475657.17928
507192.70301658876,72860111.03266104,84806335768.21193
507792.70301658876,74580501.27147348,84880916269.4834
508392.70301658876,75644237.3323134,84956560506.8157
508992.70301658876,75985577.36396892,85032546084.17967
509592.70301658876,75573903.68634738,85108119987.86601
510192.70301658876,74411728.72763497,85182531716.59364
510792.70301658876,72533905.64236635,85255065622.23601
511392.70301658876,70008247.00661555,85325073869.24263
511992.70301658876,66935947.47605282,85392009816.71869
512592.70301658876,63453670.77953325,85455463487.49821
513192.70301658876,59736364.53846343,85515199852.03668
513792.70301658876,55998756.07374802,85571198608.11043
