t_s,pos_err_m,cum_err_m
625320.0,58643041.93756252,929491216992.0463
625380.0,59000940.261547156,929550217932.3079
625440.0,59361801.25305515,929609579733.5609
625500.0,59725214.54360523,929669304948.1045
625560.0,60091038.830845624,929729395986.9353
625620.0,60459006.51925329,929789854993.4546
625680.0,60828822.84817662,929850683816.3027
625740.0,61200140.43342586,929911883956.7362
625800.0,61572807.5669068,929973456764.3031
625860.0,61946566.007878095,930035403330.311
625920.0,62321104.14523689,930097724434.4563
625980.0,62696148.01746099,930160420582.4738
626040.0,63071529.28940814,930223492111.7632
626100.0,63447003.91267795,930286939115.6759
626160.0,63822245.39964004,930350761361.0756
626220.0,64197054.09709673,930414958415.1726
626280.0,64571246.7074546,930479529661.88
626340.0,64944594.518418245,930544474256.3984
626400.0,65316757.38029427,930609791013.7787
626460.0,65687610.255907,930675478624.0345
626520.0,66056955.886767596,930741535579.9213
626580.0,66424571.51065128,930807960151.4319
626640.0,66790133.86021368,930874750285.2921
626700.0,67153562.53541921,930941903847.8275
626760.0,67514656.80166344,931009418504.6292
626820.0,67873180.69703577,931077291685.3262
626880.0,68228886.09602435,931145520571.4222
626940.0,68581678.89331785,931214102250.3156
627000.0,68931374.401891,931283033624.7174
627060.0,69277723.57278982,931352311348.2902
627120.0,69620552.86000808,931421931901.1501
627180.0,69959754.52091111,931491891655.671
627240.0,70295159.70605727,931562186815.3771
627300.0,70626506.21362227,931632813321.5907
627360.0,70953694.42697623,931703767016.0177
627420.0,71276602.88492432,931775043618.9026
627480.0,71595078.2649538,931846638697.1676
627540.0,71908845.05126508,931918547542.2189
627600.0,72217876.87041618,931990765419.0892
627660.0,72522038.38365288,932063287457.4729
627720.0,72821169.04483217,932136108626.5177
627780.0,73115047.01906015,932209223673.5367
627840.0,73403651.29454294,932282627324.8313
627900.0,73686854.86699834,932356314179.6982
627960.0,73964483.20792228,932430278662.9061
628020.0,74236387.18013169,932504515050.0863
628080.0,74502531.25029188,932579017581.3365
628140.0,74762802.97616544,932653780384.3127
628200.0,75017013.68180345,932728797397.9945
628260.0,75265086.26795547,932804062484.2625
628320.0,75506970.52969164,932879569454.7921
628380.0,75742568.27943736,932955312023.0715
628440.0,75971676.57478967,933031283699.6464
628500.0,76194289.72841656,933107477989.3748
628560.0,76410342.75660203,933183888332.1313
628620.0,76619745.49020562,933260508077.6216
628680.0,76822298.5859702,933337330376.2075
